word	time	filler
"that"	187.078	0
"occurring"	187.4849	0
"in"	187.89180000000002	0
"the"	188.29870000000003	0
"arts"	188.70560000000003	0
"in"	189.11250000000004	0
"music"	189.51940000000005	0
"and"	189.92630000000005	0
"and"	190.33320000000006	0
"um"	190.74010000000007	1
"literature"	191.849	0
"and"	192.29914285714284	0
"the"	192.7492857142857	0
"movies"	193.19942857142854	0
"by"	193.6495714285714	0
"the"	194.09971428571424	0
"good"	194.5498571428571	0
"is"	195.0	0
"also"	195.21864285714287	0
"true"	195.43728571428574	0
"and"	195.6559285714286	0
"I"	195.87457142857147	0
"think"	196.09321428571434	0
"we've"	196.3118571428572	0
"seen"	196.53050000000007	0
"this"	196.74914285714294	0
"in"	196.9677857142858	0
"a"	197.18642857142868	0
"number"	197.40507142857155	0
"of"	197.6237142857144	0
"presentations"	197.84235714285728	0
"ah"	198.061	1
"also"	198.40533333333335	0
"true"	198.74966666666668	0
"and"	199.09400000000002	0
"the"	199.43833333333336	0
"data"	199.7826666666667	0
"visualization"	200.12700000000004	0
"world"	200.47133333333338	0
"so"	200.81566666666671	0
"for"	201.709	0
"this"	202.08	0
"stock"	202.45100000000002	0
"would"	202.82200000000003	0
"like"	203.19300000000004	0
"to"	203.56400000000005	0
"provide"	203.93500000000006	0
"some"	204.30600000000007	0
"remix"	204.67700000000008	0
"will"	205.0480000000001	0
"components"	205.4190000000001	0
"uh"	205.079	1
"little"	205.5885	0
"nuggets"	206.098	0
"love"	206.60750000000002	0
"love"	207.11700000000002	0
"useful"	207.62650000000002	0
"you"	209.036	0
"know"	209.3519	0
"trickery"	209.6678	0
"that"	209.9837	0
"that"	210.2996	0
"we"	210.6155	0
"could"	210.9314	0
"start"	211.2473	0
"thinking"	211.5632	0
"about"	211.8791	0
"applying"	212.519	0
"to"	213.01983333333334	0
"I"	213.52066666666667	0
"your"	214.0215	0
"own"	214.52233333333334	0
"visualizations"	215.02316666666667	0
"so"	216.019	0
"that"	216.3128125	0
"means"	216.606625	0
"we're"	216.9004375	0
"a"	217.19425	0
"look"	217.4880625	0
"at"	217.781875	0
"some"	218.07568750000002	0
"code"	218.36950000000002	0
"and"	218.66331250000002	0
"of"	218.95712500000002	0
"West"	219.25093750000002	0
"not"	219.54475000000002	0
"a"	219.83856250000002	0
"terrible"	220.13237500000002	0
"mistake"	220.42618750000003	0
"um"	220.072	1
"so"	220.37884615384615	0
"let's"	220.6856923076923	0
"start"	220.99253846153846	0
"with"	221.2993846153846	0
"the"	221.60623076923076	0
"force"	221.91307692307691	0
"level"	222.21992307692307	0
"they"	222.52676923076922	0
"start"	222.83361538461537	0
"out"	223.14046153846152	0
"with"	223.44730769230767	0
"just"	223.75415384615383	0
"looking"	224.709	0
"at"	224.99906666666666	0
"just"	225.28913333333333	0
"a"	225.5792	0
"note"	225.86926666666665	0
"so"	226.1593333333333	0
"its"	226.44939999999997	0
"build-up"	226.73946666666663	0
"this"	227.0295333333333	0
"first"	227.31959999999995	0
"probability"	227.6096666666666	0
"up"	227.89973333333327	0
"a"	228.18979999999993	0
"simple"	228.4798666666666	0
"no"	228.76993333333326	0
"layout"	229.006	0
"indeed"	229.43566666666666	0
"three"	229.86533333333333	0
"id3"	230.349	0
"is"	230.68633333333332	0
"a"	231.02366666666666	0
"powerful"	231.361	0
"tool"	231.69833333333332	0
"for"	232.03566666666666	0
"this"	232.373	0
"because"	232.71033333333332	0
"ah"	233.04766666666666	1
"I"	233.709	0
"think"	234.0435	0
"we'll"	234.378	0
"see"	234.71249999999998	0
"the"	235.04699999999997	0
"ah"	235.38149999999996	1
"succinct"	235.71599999999995	0
"miss"	236.05049999999994	0
"that"	236.38499999999993	0
"you"	236.71949999999993	0
"can"	237.05399999999992	0
"write"	237.3884999999999	0
"and"	237.849	0
"start"	238.15429999999998	0
"using"	238.45959999999997	0
"that"	238.76489999999995	0
"the"	239.07019999999994	0
"force"	239.37549999999993	0
"laid"	239.68079999999992	0
"out"	239.9860999999999	0
"Emilie"	240.2913999999999	0
"and"	240.59669999999988	0
"look"	241.379	0
"the"	241.5828125	0
"chances"	241.786625	0
"are"	241.99043749999998	0
"you're"	242.19424999999998	0
"five"	242.39806249999998	0
"using"	242.60187499999998	0
"the"	242.80568749999998	0
"three"	243.00949999999997	0
"in"	243.21331249999997	0
"your"	243.41712499999997	0
"other"	243.62093749999997	0
"stuff"	243.82474999999997	0
"so"	244.02856249999996	0
"it's"	244.23237499999996	0
"a"	244.43618749999996	0
"good"	244.064	0
"uh"	245.019	1
"that"	245.23864285714285	0
"it"	245.4582857142857	0
"has"	245.67792857142854	0
"that"	245.89757142857138	0
"and"	246.11721428571423	0
"in"	246.33685714285707	0
"the"	246.55649999999991	0
"talk"	246.77614285714276	0
"at"	246.9957857142856	0
"that"	247.21542857142845	0
"you"	247.4350714285713	0
"could"	247.65471428571414	0
"use"	247.87435714285698	0
"um"	248.769	1
"so"	249.21555555555557	0
"like"	249.66211111111113	0
"everything"	250.1086666666667	0
"in"	250.55522222222226	0
"d3"	251.00177777777782	0
"ah"	251.44833333333338	1
"the"	251.89488888888894	0
"notes"	252.3414444444445	0
"are"	252.959	0
"going"	253.21275	0
"to"	253.4665	0
"be"	253.72025	0
"represented"	253.974	0
"by"	254.22775	0
"some"	254.48149999999998	0
"data"	254.73524999999998	0
"so"	254.98899999999998	0
"here"	255.24274999999997	0
"we"	255.49649999999997	0
"have"	255.75024999999997	0
"are"	256.409	0
"just"	256.7751	0
"are"	257.1412	0
"are"	257.50730000000004	0
"basic"	257.87340000000006	0
"data"	258.2395000000001	0
"says"	258.6056000000001	0
"an"	258.9717000000001	0
"array"	259.33780000000013	0
"have"	259.70390000000015	0
"objects"	260.007	0
"and"	260.2810909090909	0
"he's"	260.5551818181818	0
"object"	260.82927272727267	0
"has"	261.10336363636355	0
"some"	261.37745454545444	0
"attributes"	261.6515454545453	0
"here"	261.9256363636362	0
"we"	262.1997272727271	0
"just"	262.473818181818	0
"have"	262.7479090909089	0
"the"	263.022	0
"and"	263.4223	0
"the"	263.8226	0
"amount"	264.22290000000004	0
"that"	264.62320000000005	0
"review"	265.02350000000007	0
"together"	265.4238000000001	0
"force"	265.8241000000001	0
"layout"	266.2244000000001	0
"started"	266.62470000000013	0
"it's"	267.025	0
"pretty"	267.29990909090907	0
"easy"	267.57481818181816	0
"to"	267.84972727272725	0
"create"	268.12463636363634	0
"a"	268.39954545454543	0
"new"	268.6744545454545	0
"instance"	268.9493636363636	0
"a"	269.2242727272727	0
"force"	269.4991818181818	0
"layout"	269.7740909090909	0
"you"	270.049	0
"pass"	270.498875	0
"and"	270.94875	0
"your"	271.39862500000004	0
"data"	271.84850000000006	0
"your"	272.2983750000001	0
"notes"	272.7482500000001	0
"um"	273.1981250000001	1
"as"	274.089	0
"the"	274.5601	0
"notes"	275.03119999999996	0
"parameter"	275.50229999999993	0
"and"	275.9733999999999	0
"then"	276.4444999999999	0
"you"	276.91559999999987	0
"start"	277.38669999999985	0
"and"	277.8577999999998	0
"then"	278.3288999999998	0
"um"	278.008	1
"what"	278.2473529411765	0
"talk"	278.48670588235296	0
"about"	278.72605882352946	0
"this"	278.96541176470595	0
"year"	279.20476470588244	0
"the"	279.44411764705893	0
"second"	279.6834705882354	0
"you"	279.9228235294119	0
"but"	280.1621764705884	0
"you"	280.4015294117649	0
"also"	280.6408823529414	0
"want"	280.8802352941179	0
"to"	281.1195882352944	0
"just"	281.35894117647086	0
"listen"	281.59829411764736	0
"to"	281.83764705882385	0
"the"	283.049	0
"takeover"	283.0875	0
"and"	284.026	0
"that"	284.4047777777778	0
"as"	284.78355555555555	0
"we'll"	285.1623333333333	0
"see"	285.5411111111111	0
"allows"	285.91988888888886	0
"you"	286.29866666666663	0
"access"	286.6774444444444	0
"to"	287.0562222222222	0
"the"	287.669	0
"simulation"	288.0968888888889	0
"each"	288.5247777777778	0
"iteration"	288.9526666666667	0
"each"	289.3805555555556	0
"loop"	289.8084444444445	0
"up"	290.2363333333334	0
"that"	290.6642222222223	0
"simulation"	291.0921111111112	0
"um"	291.052	1
"an"	291.6332857142857	0
"important"	292.2145714285714	0
"thing"	292.7958571428571	0
"to"	293.37714285714276	0
"remember"	293.95842857142844	0
"about"	294.5397142857141	0
"d3"	296.021	0
"and"	296.4517142857143	0
"in"	296.88242857142853	0
"general"	297.3131428571428	0
"and"	297.74385714285705	0
"and"	298.1745714285713	0
"the"	298.60528571428557	0
"force"	299.036	0
"led"	299.425875	0
"and"	299.81575000000004	0
"in"	300.20562500000005	0
"particular"	300.5955000000001	0
"uh"	300.9853750000001	1
"is"	301.3752500000001	0
"that"	301.7651250000001	0
"you"	302.479	0
"not"	302.7601818181818	0
"constrained"	303.04136363636366	0
"by"	303.3225454545455	0
"particular"	303.6037272727273	0
"Rep"	303.88490909090916	0
"visual"	304.166090909091	0
"representation"	304.44727272727283	0
"right"	304.72845454545467	0
"that's"	305.0096363636365	0
"one"	305.29081818181834	0
"of"	306.409	0
"the"	306.59416666666664	0
"big"	306.7793333333333	0
"powers"	306.96449999999993	0
"on"	307.1496666666666	0
"the"	307.3348333333332	0
"up"	307.052	0
"the"	307.17535294117647	0
"whole"	307.2987058823529	0
"idea"	307.42205882352937	0
"but"	307.5454117647058	0
"that"	307.66876470588227	0
"doesn't"	307.7921176470587	0
"mean"	307.91547058823517	0
"you"	308.0388235294116	0
"have"	308.16217647058807	0
"to"	308.2855294117645	0
"do"	308.40888235294096	0
"a"	308.5322352941174	0
"little"	308.65558823529386	0
"bit"	308.7789411764703	0
"of"	308.90229411764676	0
"extra"	309.0256470588232	0
"work"	310.049	0
"to"	310.38079999999997	0
"get"	310.71259999999995	0
"things"	311.04439999999994	0
"going"	311.3761999999999	0
"so"	312.149	0
"a"	312.4872222222222	0
"couple"	312.82544444444443	0
"more"	313.16366666666664	0
"pieces"	313.50188888888886	0
"I've"	313.84011111111107	0
"love"	314.1783333333333	0
"of"	314.5165555555555	0
"code"	314.8547777777777	0
"uh"	315.589	1
"first"	315.8436875	0
"you"	316.098375	0
"have"	316.35306249999996	0
"to"	316.60774999999995	0
"you"	316.86243749999994	0
"have"	317.11712499999993	0
"to"	317.3718124999999	0
"decide"	317.6264999999999	0
"what"	317.8811874999999	0
"how"	318.1358749999999	0
"you"	318.3905624999999	0
"want"	318.64524999999986	0
"to"	318.89993749999985	0
"visualize"	319.15462499999984	0
"your"	319.4093124999998	0
"a"	320.339	0
"force"	320.6732222222222	0
"layout"	321.0074444444444	0
"so"	321.3416666666666	0
"you"	321.6758888888888	0
"have"	322.010111111111	0
"to"	322.34433333333317	0
"visualize"	322.67855555555536	0
"your"	323.01277777777756	0
"simulation"	323.419	0
"so"	323.8221	0
"in"	324.2252	0
"these"	324.62829999999997	0
"will"	325.03139999999996	0
"just"	325.43449999999996	0
"use"	325.83759999999995	0
"some"	326.24069999999995	0
"SVG"	326.64379999999994	0
"circles"	327.04689999999994	0
"uh"	327.045	1
"but"	327.2930625	0
"really"	327.541125	0
"your"	327.7891875	0
"keep"	328.03725000000003	0
"in"	328.28531250000003	0
"mind"	328.53337500000004	0
"that"	328.78143750000004	0
"could"	329.02950000000004	0
"be"	329.27756250000004	0
"anything"	329.52562500000005	0
"that"	329.77368750000005	0
"will"	330.02175000000005	0
"see"	330.26981250000006	0
"a"	330.51787500000006	0
"couple"	330.76593750000006	0
"examples"	331.419	0
"of"	331.686	0
"other"	331.953	0
"stuff"	332.21999999999997	0
"and"	333.099	0
"right"	333.378	0
"now"	333.657	0
"uh"	333.936	1
"so"	334.215	0
"yet"	334.49399999999997	0
"so"	334.77299999999997	0
"you"	335.05199999999996	0
"your"	335.33099999999996	0
"binder"	335.60999999999996	0
"data"	335.88899999999995	0
"uh"	336.789	1
"in"	337.18825	0
"this"	337.5875	0
"case"	337.98675	0
"the"	338.38599999999997	0
"force"	338.78524999999996	0
"nodes"	339.18449999999996	0
"to"	339.58374999999995	0
"to"	339.98299999999995	0
"that"	340.38224999999994	0
"visual"	340.78149999999994	0
"representation"	341.18074999999993	0
"and"	341.058	0
"right"	341.2761428571429	0
"now"	341.49428571428575	0
"we"	341.71242857142863	0
"won't"	341.9305714285715	0
"use"	342.1487142857144	0
"any"	342.36685714285727	0
"attributes"	342.58500000000015	0
"so"	342.80314285714303	0
"that"	343.0212857142859	0
"that"	343.2394285714288	0
"it"	343.45757142857167	0
"would"	343.67571428571455	0
"issue"	343.8938571428574	0
"some"	345.012	0
"static"	345.2296	0
"const"	345.4472	0
"int"	345.6648	0
"for"	345.8824	0
"the"	347.0	0
"radius"	347.759	0
"now"	348.51800000000003	0
"inside"	349.27700000000004	0
"when"	350.036	0
"the"	350.480875	0
"for"	350.92575000000005	0
"sale"	351.3706250000001	0
"starts"	351.8155000000001	0
"you"	352.2603750000001	0
"get"	352.70525000000015	0
"um"	353.1501250000002	1
"your"	353.919	0
"data"	354.36199999999997	0
"attributes"	354.80499999999995	0
"good"	355.24799999999993	0
"injected"	355.6909999999999	0
"with"	356.1339999999999	0
"some"	356.5769999999999	0
"variables"	357.002	0
"are"	357.366	0
"some"	357.72999999999996	0
"more"	358.09399999999994	0
"attributes"	358.4579999999999	0
"I"	358.8219999999999	0
"if"	359.18599999999986	0
"they"	359.54999999999984	0
"weren't"	359.9139999999998	0
"very"	360.2779999999998	0
"present"	360.64199999999977	0
"and"	361.006	0
"specifically"	361.34855555555555	0
"will"	361.6911111111111	0
"look"	362.0336666666667	0
"at"	362.3762222222223	0
"the"	362.71877777777786	0
"X&Y"	363.06133333333344	0
"axes"	363.403888888889	0
"view"	363.7464444444446	0
"that"	364.089	0
"body"	364.4538181818182	0
"it"	364.81863636363636	0
"added"	365.18345454545454	0
"to"	365.5482727272727	0
"each"	365.9130909090909	0
"element"	366.2779090909091	0
"have"	366.64272727272726	0
"your"	367.00754545454544	0
"data"	367.3723636363636	0
"rate"	367.7371818181818	0
"and"	369.002	0
"these"	369.433125	0
"represent"	369.86425	0
"the"	370.29537500000004	0
"current"	370.72650000000004	0
"position"	371.15762500000005	0
"have"	371.58875000000006	0
"that"	372.01987500000007	0
"a"	372.469	0
"the"	372.8073333333333	0
"no"	373.1456666666666	0
"did"	373.4839999999999	0
"being"	373.82233333333323	0
"represented"	374.16066666666654	0
"by"	374.49899999999985	0
"that"	374.83733333333316	0
"um"	375.1756666666665	1
"visual"	375.919	0
"at"	376.42083333333335	0
"every"	376.9226666666667	0
"iteration"	377.4245000000001	0
"love"	377.92633333333345	0
"the"	378.4281666666668	0
"layout"	379.029	0
"so"	379.535375	0
"you"	380.04175	0
"can"	380.54812499999997	0
"use"	381.05449999999996	0
"that"	381.56087499999995	0
"to"	382.06724999999994	0
"position"	382.57362499999994	0
"your"	383.008	0
"um"	383.36063636363633	1
"your"	383.7132727272727	0
"notes"	384.06590909090903	0
"and"	384.4185454545454	0
"so"	384.77118181818173	0
"this"	385.1238181818181	0
"is"	385.47645454545443	0
"the"	385.8290909090908	0
"text"	386.18172727272713	0
"function"	386.5343636363635	0
"this"	386.959	0
